date,price,open,high,low,vol,change
10/27/18,6905,6980,6980,6877,154.38K,-1.05%
10/28/18,6943,6905,6965,6900,119.90K,0.55%
10/29/18,6785,6943,6965,6656,573.90K,-2.28%
10/30/18,6832,6785,6857,6735,159.35K,0.69%
10/31/18,6887,6832,6970,6716,273.94K,0.81%
11/01/18,6910,6887,6940,6851,266.30K,0.33%
11/02/18,6906,6910,6997,6871,283.93K,-0.06%
11/03/18,6842,6906,6913,6832,153.07K,-0.93%
11/04/18,6973,6842,7080,6770,426.91K,1.91%
11/05/18,7399,6973,7449,6900,1.16M,6.11%
11/06/18,8136,7425,8307,7424,2.74M,9.96%
11/07/18,7845,8136,8139,7702,529.76K,-3.58%
11/08/18,7276,7845,7900,7259,616.22K,-7.25%
11/09/18,7400,7276,7632,7275,414.94K,1.70%
11/10/18,7521,7399,7550,7399,217.51K,1.64%
11/11/18,7456,7521,7521,7345,212.88K,-0.86%
11/12/18,7700,7456,7849,7440,595.40K,3.27%
11/13/18,7554,7700,7799,7510,457.87K,-1.90%
11/14/18,7022,7554,7578,6477,1.42M,-7.04%
11/15/18,7200,7022,7267,6400,1.19M,2.53%
11/16/18,7007,7200,7340,6949,507.03K,-2.68%
11/17/18,7255,7007,7396,6931,433.75K,3.54%
11/18/18,7534,7255,7750,7238,893.92K,3.85%
11/19/18,7050,7534,7534,6906,903.30K,-6.42%
11/20/18,6270,7050,7319,5890,2.01M,-11.06%
11/21/18,6601,6270,6700,5988,607.59K,5.28%
11/22/18,6171,6601,6603,6171,271.47K,-6.51%
11/23/18,5950,6171,6349,5823,782.11K,-3.58%
11/24/18,5650,5950,6100,5600,769.42K,-5.04%
11/25/18,5450,5650,5690,4700,2.01M,-3.54%
11/26/18,5278,5451,5695,5000,931.74K,-3.16%
11/27/18,5318,5278,5533,5103,448.53K,0.76%
11/28/18,5696,5318,5800,5317,815.45K,7.11%
11/29/18,5517,5696,5696,5410,644.47K,-3.14%
11/30/18,5290,5517,5600,5229,661.28K,-4.11%
12/01/18,5393,5290,5484,5210,305.55K,1.95%
12/02/18,5337,5393,5445,5308,226.54K,-1.04%
12/03/18,5093,5337,5373,5060,511.58K,-4.57%
12/04/18,5105,5093,5240,5019,417.71K,0.24%
12/05/18,4926,5130,5144,4911,524.75K,-3.51%
12/06/18,4464,4926,5059,4464,758.11K,-9.38%
12/07/18,4468,4464,4550,4292,765.27K,0.09%
12/08/18,4433,4468,4747,4340,371.59K,-0.78%
12/09/18,4523,4433,4690,4400,199.31K,2.03%
12/10/18,4420,4523,4582,4350,203.54K,-2.28%
12/11/18,4420,4420,4580,4360,339.97K,0.00%
12/12/18,4486,4420,4570,4420,276.23K,1.49%
12/13/18,4395,4486,4500,4336,198.28K,-2.03%
12/14/18,4245,4338,4398,4154,291.94K,-3.41%
12/15/18,4174,4245,4292,4102,175.95K,-1.67%
12/16/18,4191,4174,4328,4159,209.62K,0.41%
12/17/18,4793,4191,4949,4155,731.54K,14.36%
12/18/18,5100,4793,5100,4710,1.10M,6.41%
12/19/18,5070,5100,5681,4968,1.48M,-0.59%
12/20/18,5416,5060,5590,4953,1.30M,6.82%
12/21/18,5186,5416,5544,5133,1.09M,-4.25%
12/22/18,5241,5186,5275,5027,389.75K,1.06%
12/23/18,5399,5267,5535,5250,715.55K,3.01%
12/24/18,5903,5399,6538,5353,3.68M,9.34%
12/25/18,5706,5903,5904,5385,1.36M,-3.34%
12/26/18,5584,5706,5821,5355,674.15K,-2.14%
12/27/18,5027,5584,5587,4967,1.07M,-9.97%
12/28/18,5535,5027,5706,4967,1.09M,10.11%
12/29/18,5329,5535,5675,5329,651.42K,-3.72%
12/30/18,5400,5329,5490,5227,350.01K,1.33%
12/31/18,5167,5425,5453,5134,739.79K,-4.31%
01/01/19,5363,5174,5390,5138,589.72K,3.79%
01/02/19,5498,5363,5521,5300,674.26K,2.52%
01/03/19,5205,5498,5498,5161,429.77K,-5.33%
01/04/19,5189,5205,5267,5100,250.28K,-0.31%
01/05/19,5137,5189,5270,5135,357.57K,-1.00%
01/06/19,5250,5137,5334,5123,387.67K,2.20%
01/07/19,5190,5250,5350,5171,642.19K,-1.14%
01/08/19,5225,5190,5290,5165,653.64K,0.67%
01/09/19,5280,5225,5320,5196,327.93K,1.05%
01/10/19,4764,5280,5480,4600,1.46M,-9.77%
01/11/19,4770,4764,4890,4661,705.90K,0.13%
01/12/19,4775,4770,4873,4740,218.72K,0.10%
01/13/19,4570,4775,4845,4521,451.71K,-4.29%
01/14/19,4757,4570,4813,4560,360.64K,4.09%
01/15/19,4645,4757,4776,4585,297.89K,-2.35%
01/16/19,4668,4645,4759,4600,325.27K,0.50%
01/17/19,4680,4668,4716,4650,188.57K,0.26%
01/18/19,4594,4680,4695,4571,355.57K,-1.84%
01/19/19,4679,4594,4768,4594,190.24K,1.85%
01/20/19,4545,4679,4709,4518,260.22K,-2.86%
01/21/19,4560,4545,4650,4506,300.46K,0.33%
01/22/19,4567,4560,4600,4450,274.22K,0.15%
01/23/19,4510,4567,4585,4485,501.54K,-1.25%
01/24/19,4494,4510,4540,4464,336.77K,-0.35%
01/25/19,4450,4494,4530,4426,225.33K,-0.98%
01/26/19,4462,4450,4549,4430,522.81K,0.27%
01/27/19,4380,4462,4489,4350,207.50K,-1.84%
01/28/19,4145,4380,4380,4011,413.22K,-5.37%
01/29/19,4080,4145,4189,4004,460.41K,-1.57%
01/30/19,4494,4080,4555,4050,2.50M,10.15%
01/31/19,4335,4494,4710,4301,1.15M,-3.54%
02/01/19,4347,4335,4390,4173,396.00K,0.28%
02/02/19,4370,4347,4390,4288,131.39K,0.53%
02/03/19,4255,4370,4390,4210,369.77K,-2.63%
02/04/19,4235,4255,4288,4213,148.32K,-0.47%
02/05/19,4193,4235,4243,4177,230.17K,-0.99%
02/06/19,4108,4193,4229,4090,197.41K,-2.03%
02/07/19,4125,4107,4165,4100,125.46K,0.41%
02/08/19,4295,4125,4372,4074,592.40K,4.12%
02/09/19,4264,4295,4311,4207,218.35K,-0.72%
02/10/19,4220,4264,4264,4107,193.78K,-1.03%
02/11/19,4200,4220,4245,4146,197.09K,-0.47%
02/12/19,4211,4200,4250,4151,276.20K,0.26%
02/13/19,4266,4211,4370,4211,363.57K,1.31%
02/14/19,4241,4266,4298,4230,91.07K,-0.59%
02/15/19,4232,4241,4302,4212,166.25K,-0.21%
02/16/19,4232,4232,4262,4212,112.30K,0.00%
02/17/19,4265,4232,4266,4218,103.49K,0.78%
02/18/19,4460,4265,4597,4255,798.27K,4.57%
02/19/19,4444,4460,4790,4412,883.04K,-0.36%
02/20/19,4540,4444,4568,4380,211.77K,2.16%
02/21/19,4431,4540,4567,4408,313.69K,-2.40%
02/22/19,4520,4431,4529,4420,231.02K,2.01%
02/23/19,4680,4520,4720,4490,616.08K,3.54%
02/24/19,4300,4680,4838,4250,1.67M,-8.12%
02/25/19,4681,4290,4825,4280,1.14M,8.86%
02/26/19,4537,4681,4764,4500,1.38M,-3.08%
02/27/19,4450,4537,4550,4370,483.17K,-1.92%
02/28/19,4484,4450,4615,4412,520.21K,0.76%
03/01/19,4519,4484,4626,4480,402.88K,0.78%
03/02/19,4477,4520,4554,4452,152.31K,-0.93%
03/03/19,4440,4478,4506,4440,164.77K,-0.83%
03/04/19,4355,4440,4468,4300,252.27K,-1.91%
03/05/19,4498,4355,4520,4330,279.67K,3.28%
03/06/19,4500,4498,4540,4429,242.60K,0.04%
03/07/19,4458,4500,4519,4435,232.65K,-0.93%
03/08/19,4420,4458,4490,4400,266.13K,-0.85%
03/09/19,4476,4420,4531,4400,227.87K,1.27%
03/10/19,4487,4476,4510,4440,395.17K,0.25%
03/11/19,4482,4487,4498,4450,551.27K,-0.11%
03/12/19,4461,4481,4483,4412,325.14K,-0.47%
03/13/19,4531,4461,4650,4444,743.08K,1.57%
03/14/19,4498,4531,4552,4481,454.19K,-0.73%
03/15/19,4505,4498,4539,4486,844.61K,0.16%
03/16/19,4536,4505,4624,4505,605.55K,0.69%
03/17/19,4525,4536,4548,4492,271.82K,-0.24%
03/18/19,4550,4524,4584,4506,424.98K,0.55%
03/19/19,4523,4550,4552,4510,324.32K,-0.59%
03/20/19,4543,4523,4600,4486,499.82K,0.44%
03/21/19,4490,4543,4571,4430,447.91K,-1.17%
03/22/19,4474,4490,4510,4425,215.95K,-0.36%
03/23/19,4473,4474,4492,4450,247.19K,-0.02%
03/24/19,4421,4473,4474,4420,201.28K,-1.16%
03/25/19,4371,4421,4430,4336,374.60K,-1.13%
03/26/19,4327,4371,4374,4241,729.37K,-1.01%
03/27/19,4406,4327,4426,4318,359.04K,1.83%
03/28/19,4391,4406,4444,4376,372.34K,-0.34%
03/29/19,4395,4391,4420,4359,312.79K,0.09%
03/30/19,4440,4395,4520,4381,388.70K,1.02%
03/31/19,4424,4440,4485,4420,173.79K,-0.36%
04/01/19,4499,4424,4509,4422,357.02K,1.70%
04/02/19,4953,4499,4985,4479,1.70M,10.09%
04/03/19,4831,4953,5225,4607,1.37M,-2.46%
04/04/19,4730,4832,4880,4680,742.97K,-2.09%
04/05/19,5160,4726,5300,4720,2.04M,9.09%
04/06/19,5076,5160,5186,5010,873.06K,-1.63%
04/07/19,5170,5076,5275,5070,675.01K,1.85%
04/08/19,5197,5170,5270,5100,896.60K,0.52%
04/09/19,5060,5197,5198,5052,639.06K,-2.64%
04/10/19,5127,5060,5195,5055,417.43K,1.32%
04/11/19,4748,5127,5127,4716,838.70K,-7.39%
04/12/19,4704,4748,4799,4625,434.18K,-0.93%
04/13/19,4719,4704,4894,4682,310.03K,0.32%
04/14/19,4744,4729,4791,4682,368.61K,0.53%
04/15/19,4641,4745,4772,4570,722.96K,-2.17%
04/16/19,4639,4641,4670,4571,296.89K,-0.04%
04/17/19,4775,4639,4835,4590,532.09K,2.93%
04/18/19,4789,4798,4930,4772,623.13K,0.29%
04/19/19,4760,4789,4790,4716,370.85K,-0.61%
04/20/19,4710,4760,4796,4670,234.16K,-1.05%
04/21/19,4630,4710,4759,4600,248.59K,-1.70%
04/22/19,4680,4630,4798,4621,300.65K,1.08%
04/23/19,4651,4680,4750,4620,417.54K,-0.62%
04/24/19,4428,4651,4679,4316,605.95K,-4.79%
04/25/19,4244,4428,4547,4210,451.68K,-4.16%
04/26/19,4327,4226,4338,4206,341.66K,1.96%
04/27/19,4295,4327,4350,4261,131.94K,-0.74%
04/28/19,4267,4295,4312,4230,153.57K,-0.65%
04/29/19,4220,4268,4303,4203,202.87K,-1.10%
04/30/19,4420,4220,4480,4205,376.56K,4.74%
05/01/19,4318,4420,4420,4272,223.40K,-2.31%
05/02/19,4285,4318,4327,4273,154.36K,-0.76%
05/03/19,4284,4285,4409,4273,409.78K,-0.02%
05/04/19,4255,4284,4390,4225,242.56K,-0.68%
05/05/19,4240,4255,4271,4220,105.28K,-0.35%
05/06/19,4327,4240,4365,4224,254.31K,2.05%
05/07/19,4304,4327,4373,4278,394.19K,-0.53%
05/08/19,4276,4304,4348,4265,186.87K,-0.65%
05/09/19,4254,4276,4347,4220,367.72K,-0.51%
05/10/19,4322,4254,4344,4218,407.06K,1.60%
05/11/19,4634,4322,4796,4317,868.00K,7.22%
05/12/19,4515,4650,4716,4416,580.11K,-2.57%
05/13/19,4711,4515,4758,4467,845.15K,4.34%
05/14/19,5972,4711,6198,4684,5.14M,26.77%
05/15/19,6666,5998,6785,5953,3.38M,11.62%
05/16/19,6129,6651,6875,5864,2.66M,-8.06%
05/17/19,5749,6129,6195,5314,1.73M,-6.20%
05/18/19,5575,5749,5891,5450,887.95K,-3.03%
05/19/19,6105,5575,6190,5559,1.64M,9.51%
05/20/19,5851,6105,6105,5701,998.15K,-4.16%
05/21/19,5858,5851,5990,5764,876.70K,0.12%
05/22/19,5620,5858,6000,5600,949.36K,-4.06%
05/23/19,5612,5619,5649,5426,675.54K,-0.14%
05/24/19,5561,5612,5723,5500,623.45K,-0.91%
05/25/19,5606,5561,5690,5542,382.59K,0.81%
05/26/19,5850,5606,5883,5500,747.17K,4.35%
05/27/19,6200,5850,6250,5737,1.23M,5.98%
05/28/19,6419,6200,6550,6025,1.53M,3.53%
05/29/19,6409,6419,6580,6172,1.18M,-0.16%
05/30/19,6230,6409,6800,6134,2.19M,-2.79%
05/31/19,6419,6230,6420,6075,788.32K,3.03%
06/01/19,6251,6420,6430,6175,728.24K,-2.62%
06/02/19,6415,6251,6459,6249,551.58K,2.62%
06/03/19,6250,6415,6670,6250,1.11M,-2.57%
06/04/19,5973,6250,6250,5822,1.25M,-4.43%
06/05/19,6030,5973,6054,5841,620.31K,0.95%
06/06/19,6251,6030,6302,5875,930.13K,3.67%
06/07/19,6111,6251,6253,6105,683.39K,-2.24%
06/08/19,5960,6111,6141,5900,519.52K,-2.47%
06/09/19,5761,5960,6010,5590,740.28K,-3.34%
06/10/19,5854,5761,5949,5686,773.62K,1.61%
06/11/19,5745,5856,5900,5650,483.49K,-1.86%
06/12/19,5789,5745,5850,5676,396.97K,0.77%
06/13/19,5749,5789,5924,5749,499.73K,-0.69%
06/14/19,5820,5749,5820,5656,512.92K,1.23%
06/15/19,5819,5820,5875,5750,544.99K,-0.02%
06/16/19,6103,5819,6222,5795,836.17K,4.88%
06/17/19,6300,6103,6459,6016,928.87K,3.23%
06/18/19,6141,6301,6413,6050,988.10K,-2.52%
06/19/19,6199,6141,6286,6099,626.74K,0.94%
06/20/19,6161,6199,6220,6015,562.85K,-0.61%
06/21/19,6305,6161,6386,6138,665.96K,2.34%
06/22/19,6800,6305,7190,6294,2.12M,7.85%
06/23/19,6676,6800,6945,6604,878.61K,-1.82%
06/24/19,6762,6676,6763,6501,853.88K,1.29%
06/25/19,6681,6762,6800,6610,935.10K,-1.20%
06/26/19,6892,6681,7100,6650,2.43M,3.16%
06/27/19,5920,6875,6911,5800,2.10M,-14.10%
06/28/19,6150,5916,6156,5750,898.93K,3.89%
06/29/19,6189,6150,6189,5885,940.01K,0.63%
06/30/19,5814,6189,6189,5805,888.27K,-6.06%
07/01/19,5923,5814,6110,5653,941.34K,1.87%
07/02/19,5715,5923,5950,5600,679.21K,-3.51%
07/03/19,5788,5715,5906,5679,528.28K,1.28%
07/04/19,5582,5788,5788,5582,636.23K,-3.56%
07/05/19,5504,5582,5598,5369,850.60K,-1.40%
07/06/19,5642,5500,5897,5493,915.31K,2.51%
07/07/19,5684,5642,5800,5608,635.11K,0.74%
07/08/19,5674,5684,5763,5603,463.69K,-0.18%
07/09/19,5555,5674,5779,5510,907.61K,-2.10%
07/10/19,5161,5558,5565,4944,1.19M,-7.09%
07/11/19,4780,5161,5218,4700,1.40M,-7.38%
07/12/19,4953,4766,5050,4668,1.18M,3.62%
07/13/19,4825,4953,4961,4737,537.25K,-2.58%
07/14/19,4419,4793,4825,4411,708.63K,-8.41%
07/15/19,4500,4419,4639,4270,879.50K,1.83%
07/16/19,4255,4500,4580,4160,692.49K,-5.44%
07/17/19,4448,4255,4596,4207,836.02K,4.54%
07/18/19,4526,4448,4580,4330,519.17K,1.75%
07/19/19,4477,4526,4546,4362,468.82K,-1.08%
07/20/19,4661,4477,4746,4477,674.47K,4.11%
07/21/19,4675,4661,4690,4534,346.50K,0.30%
07/22/19,4562,4675,4700,4500,553.04K,-2.42%
07/23/19,4435,4562,4562,4402,388.59K,-2.78%
07/24/19,4515,4435,4522,4368,339.58K,1.80%
07/25/19,4505,4516,4600,4464,346.70K,-0.22%
07/26/19,4587,4505,4642,4425,346.04K,1.82%
07/27/19,4450,4587,4600,4403,290.31K,-2.99%
07/28/19,4468,4474,4502,4410,179.96K,0.40%
07/29/19,4446,4468,4490,4425,202.58K,-0.49%
07/30/19,4533,4446,4573,4405,417.50K,1.96%
07/31/19,4524,4534,4568,4489,380.37K,-0.20%
08/01/19,4462,4524,4553,4422,285.35K,-1.37%
08/02/19,4408,4463,4489,4375,271.55K,-1.21%
08/03/19,4426,4408,4470,4399,196.98K,0.41%
08/04/19,4437,4426,4501,4374,267.91K,0.25%
08/05/19,4500,4437,4595,4427,571.43K,1.42%
08/06/19,4484,4500,4595,4373,564.13K,-0.36%
08/07/19,4381,4492,4492,4369,291.38K,-2.30%
08/08/19,4365,4381,4430,4331,197.50K,-0.37%
08/09/19,4219,4365,4365,4150,350.06K,-3.34%
08/10/19,4314,4219,4354,4212,266.23K,2.25%
08/11/19,4342,4314,4400,4287,235.63K,0.65%
08/12/19,4344,4342,4374,4303,169.32K,0.05%
08/13/19,4239,4344,4344,4181,196.79K,-2.42%
08/14/19,3835,4239,4291,3735,703.59K,-9.53%
08/15/19,3867,3835,3911,3660,424.08K,0.83%
08/16/19,3796,3867,3881,3713,429.43K,-1.84%
08/17/19,3858,3796,3895,3755,183.41K,1.63%
08/18/19,4083,3858,4158,3808,338.08K,5.83%
08/19/19,4021,4083,4117,3980,346.09K,-1.52%
08/20/19,3952,4021,4036,3916,436.85K,-1.72%
08/21/19,3859,3952,3952,3774,344.42K,-2.35%
08/22/19,3905,3859,3975,3810,246.23K,1.19%
08/23/19,3955,3905,3959,3860,182.76K,1.28%
08/24/19,3902,3956,3956,3831,199.59K,-1.34%
08/25/19,3879,3902,3949,3856,119.75K,-0.59%
08/26/19,3851,3886,3971,3841,490.75K,-0.72%
08/27/19,3899,3876,3910,3828,178.34K,1.25%
08/28/19,3749,3899,3906,3683,409.52K,-3.85%
08/29/19,3758,3749,3800,3633,349.24K,0.24%
08/30/19,3717,3758,3820,3677,399.69K,-1.09%
08/31/19,3702,3717,3776,3655,351.97K,-0.40%
09/01/19,3670,3702,3727,3633,147.46K,-0.86%
09/02/19,3710,3670,3732,3633,214.40K,1.09%
09/03/19,3699,3710,3758,3681,267.45K,-0.30%
09/04/19,3648,3699,3722,3635,176.77K,-1.38%
09/05/19,3615,3648,3667,3589,215.76K,-0.90%
09/06/19,3575,3615,3639,3569,191.31K,-1.11%
09/07/19,3670,3575,3698,3550,255.18K,2.66%
09/08/19,3708,3670,3740,3650,174.06K,1.04%
09/09/19,3645,3708,3708,3633,203.25K,-1.70%
09/10/19,3666,3645,3713,3630,123.56K,0.58%
09/11/19,3623,3666,3681,3599,193.24K,-1.17%
09/12/19,3576,3623,3644,3564,143.48K,-1.30%
09/13/19,3598,3576,3626,3576,153.44K,0.62%
09/14/19,3690,3598,3710,3580,299.68K,2.56%
09/15/19,3654,3690,3710,3650,246.05K,-0.98%
09/16/19,3678,3654,3705,3652,283.56K,0.66%
09/17/19,4030,3678,4195,3666,1.07M,9.57%
09/18/19,4437,4014,4572,4014,1.02M,10.10%
09/19/19,4263,4437,4438,4059,642.66K,-3.92%
09/20/19,4131,4263,4263,4100,322.60K,-3.10%
09/21/19,4100,4131,4199,4078,298.89K,-0.75%
09/22/19,3931,4100,4112,3879,390.08K,-4.12%
09/23/19,3850,3931,4072,3850,336.06K,-2.06%
09/24/19,3408,3850,3891,3248,502.06K,-11.48%
09/25/19,3541,3408,3595,3350,311.11K,3.90%
09/26/19,3491,3541,3573,3330,495.71K,-1.41%
09/27/19,3467,3491,3503,3363,241.22K,-0.69%
09/28/19,3481,3468,3500,3436,175.69K,0.40%
09/29/19,3450,3481,3481,3385,130.00K,-0.89%
09/30/19,3677,3450,3757,3413,514.35K,6.58%
10/01/19,3572,3677,3750,3546,385.40K,-2.86%
10/02/19,3618,3572,3642,3504,213.67K,1.29%
10/03/19,3561,3618,3622,3500,270.91K,-1.58%
10/04/19,3612,3561,3656,3520,274.20K,1.43%
10/05/19,3601,3612,3643,3555,158.89K,-0.30%
10/06/19,3615,3601,3643,3580,189.18K,0.39%
10/07/19,3917,3618,3972,3616,663.62K,8.35%
10/08/19,3959,3917,4032,3852,383.79K,1.07%
10/09/19,4012,3959,4050,3887,306.57K,1.34%
10/10/19,3858,4012,4012,3810,352.40K,-3.84%
10/11/19,3842,3858,3890,3822,244.52K,-0.41%
10/12/19,3907,3842,3950,3842,141.92K,1.69%
10/13/19,3984,3905,4000,3904,220.80K,1.97%
10/14/19,4279,3984,4279,3954,844.12K,7.40%
10/15/19,4156,4279,4283,4113,498.88K,-2.87%
10/16/19,4093,4156,4200,4000,269.83K,-1.52%
10/17/19,4284,4093,4290,4001,345.96K,4.67%
10/18/19,4197,4284,4284,4077,218.23K,-2.03%
10/19/19,4182,4197,4234,4138,175.47K,-0.36%
10/20/19,4166,4182,4184,4082,256.64K,-0.38%
10/21/19,4137,4164,4174,4110,145.47K,-0.70%
10/22/19,4191,4137,4256,4137,267.54K,1.31%
10/23/19,3900,4173,4178,3715,728.92K,-6.94%
10/24/19,3958,3900,4010,3807,246.22K,1.49%
10/25/19,4147,3958,4250,3934,377.26K,4.78%
10/26/19,4091,4147,4260,3990,641.37K,-1.35%
10/27/19,4122,4091,4195,4009,333.52K,0.76%
